@relation 'generators.SEAGenerator -f 2 -i 2'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
6.471899,2.376998,0.314628,groupB
2.80532,2.48341,7.609682,groupA
4.758386,9.99287,3.346939,groupB
6.430721,0.252163,8.841455,groupA
1.762447,6.155484,0.68355,groupB
9.951452,5.906434,3.22655,groupB
0.733581,9.343856,1.874104,groupB
4.783757,2.954068,0.177436,groupA
0.186459,2.417652,1.837567,groupA
6.491478,6.693141,3.612006,groupB
8.236743,6.749833,0.336752,groupB
4.27302,1.422597,0.507184,groupA
3.142264,9.727921,5.655523,groupB
5.886931,8.261034,0.595302,groupA
2.981209,7.103056,0.920403,groupA
7.367051,7.046545,4.689651,groupB
1.530157,8.482102,1.056317,groupB
7.666585,2.738608,9.282648,groupB
6.901284,2.057819,1.910009,groupA
5.58877,2.141337,7.441205,groupA
1.584297,6.678629,0.136877,groupA
0.837206,4.463199,3.84525,groupA
2.997387,6.594262,5.24782,groupB
0.529634,8.877394,7.503846,groupB
8.823901,5.821739,5.64102,groupB
1.639562,4.533754,3.075155,groupA
6.637535,6.396988,7.764732,groupA
8.227274,5.30621,8.190761,groupB
8.889077,1.542838,7.054004,groupB
6.854844,3.158837,3.711826,groupB
1.702392,3.014969,6.713065,groupA
7.993751,0.734087,5.359697,groupA
3.170768,2.746412,4.347785,groupA
8.171521,8.959393,6.621246,groupB
6.905262,9.956819,0.261864,groupB
1.101999,6.590578,9.723763,groupA
9.244425,9.867497,8.664358,groupA
8.613359,7.263311,9.555012,groupB
2.523409,4.636294,6.014081,groupA
9.018744,7.107682,0.750167,groupB
8.8,2.998738,5.177183,groupA
4.340845,9.415132,3.720377,groupB
6.316674,9.168672,9.323441,groupB
0.982419,7.826429,1.495525,groupA
5.872418,8.005535,8.890611,groupB
5.998824,8.71347,6.638132,groupB
5.726225,7.400289,0.151287,groupB
4.87712,6.533228,4.700859,groupB
4.281338,7.565102,2.320095,groupB
3.515297,4.618716,3.732397,groupA
0.651654,7.920326,4.802729,groupA
6.605276,6.646485,9.783063,groupB
8.069854,1.575788,9.656253,groupB
8.275882,9.026029,7.356701,groupB
1.778654,9.064192,2.478453,groupB
1.912577,4.365526,2.319229,groupA
1.890866,0.291951,4.186756,groupA
1.915234,7.698896,7.180595,groupB
6.120994,4.698529,7.003524,groupB
1.113266,8.693602,3.876026,groupB
8.447812,4.520663,0.183503,groupB
2.684321,7.275788,6.299831,groupB
7.167005,0.724558,0.146337,groupB
3.989755,4.483136,2.082594,groupA
7.692777,1.412274,2.129278,groupB
8.168013,6.80952,5.44473,groupB
7.76868,5.313795,3.88712,groupB
6.729515,8.246789,2.519934,groupB
2.177869,5.898683,9.747609,groupB
7.83209,0.632523,4.192721,groupA
1.135765,8.681181,7.072357,groupB
9.889596,1.048232,3.984257,groupB
6.122148,6.261053,7.719905,groupB
4.857185,1.861733,5.183374,groupA
8.42187,5.207382,4.804289,groupB
0.664153,2.341635,3.001562,groupA
2.991985,5.191635,1.852329,groupA
4.447959,8.308301,0.622267,groupB
0.306957,5.665149,2.337088,groupA
1.135851,9.272205,7.994966,groupB
0.01202,3.069728,5.636685,groupA
4.361103,2.527769,1.572184,groupA
7.552262,5.623606,5.325939,groupB
8.52462,2.379008,6.447948,groupB
4.560003,8.986126,1.199571,groupB
2.941739,7.667361,9.988849,groupA
0.059499,7.457349,4.113492,groupA
2.857405,6.646676,2.822309,groupB
0.103786,3.778596,9.335228,groupA
4.254061,0.413987,2.579478,groupB
1.805143,4.151324,5.919949,groupA
0.964288,5.819365,1.279621,groupA
0.683205,2.406921,4.171876,groupA
8.792264,1.33858,9.355859,groupB
6.910207,8.863164,7.87736,groupB
4.597752,3.29682,5.663546,groupA
7.113092,5.29238,7.749623,groupB
0.209128,3.232448,9.322749,groupA
9.782482,2.296634,8.833015,groupB
0.954334,8.851032,2.31532,groupA
3.494265,7.63454,8.829654,groupB
3.043122,6.445945,0.784566,groupB
4.936877,1.886096,4.727505,groupA
9.477045,1.998713,6.547754,groupB
4.394167,5.528009,3.267607,groupB
6.695331,0.919433,5.059532,groupA
2.934015,0.844557,2.585145,groupA
2.901709,8.899353,5.769586,groupB
5.543448,9.232117,1.645748,groupB
6.133345,1.535342,4.345407,groupA
1.520287,8.75747,1.16185,groupB
8.793858,4.974639,5.951069,groupB
0.153673,8.965019,4.164458,groupB
7.80287,2.955987,7.563287,groupB
2.11534,7.800638,1.970798,groupB
0.861427,3.509592,0.316271,groupA
9.277803,1.836678,5.35814,groupB
8.925078,3.426353,1.287827,groupB
3.3557,3.231323,5.61061,groupA
5.022862,5.840073,1.644201,groupB
5.010906,0.207775,8.557108,groupA
2.258556,2.639696,6.519739,groupA
5.514611,3.674139,3.384474,groupB
1.304304,9.490009,1.51013,groupB
5.984603,0.03749,5.417288,groupA
5.112473,5.055657,9.829306,groupB
2.795841,5.243089,9.420358,groupA
9.221316,1.023338,0.194255,groupB
3.484366,1.305071,1.754366,groupB
8.109687,7.738526,9.151376,groupA
8.229532,4.772671,0.649886,groupA
6.301651,3.242537,1.165319,groupB
5.772193,2.969286,1.537809,groupA
4.205862,6.404015,8.690204,groupB
7.136122,6.657554,0.812839,groupA
9.101385,5.613673,0.193335,groupB
6.7054,9.24647,4.631134,groupB
3.658089,7.826736,3.537575,groupB
6.793882,7.023842,5.330691,groupB
5.576321,9.937005,4.783751,groupA
0.600891,7.290687,5.834912,groupA
3.982481,3.811704,5.854608,groupA
9.439221,9.396109,9.609977,groupB
1.456941,3.915734,8.124255,groupA
8.317858,4.166088,7.343933,groupB
2.017051,6.659477,0.045094,groupA
3.407915,0.622679,7.737068,groupB
0.644915,5.600867,8.807914,groupA
3.753532,1.798275,9.934183,groupA
5.679821,8.387667,2.078346,groupB
8.919952,1.735187,8.221597,groupB
7.252654,4.9983,3.799084,groupB
6.118382,6.333358,0.332012,groupB
7.142435,3.186845,6.918413,groupB
4.519554,9.5243,0.516266,groupA
1.23881,2.299911,5.341876,groupA
1.449683,4.944293,0.289054,groupA
4.279937,1.805528,0.393865,groupA
1.772681,4.00731,0.534952,groupB
9.489806,8.222246,0.519158,groupB
8.525151,0.996617,3.112775,groupA
9.35521,7.239816,6.401713,groupB
6.733349,9.4595,5.826576,groupB
3.342106,2.37645,5.040869,groupA
5.559534,2.981086,3.72346,groupA
9.992793,7.555014,4.277691,groupB
9.622394,1.313048,4.925243,groupB
2.957421,3.117579,5.505563,groupA
7.433632,4.569217,0.882198,groupB
8.226208,5.539586,2.774004,groupB
9.791792,3.746644,9.643003,groupA
9.522432,3.189981,9.113968,groupB
0.56291,1.34792,3.937901,groupA
5.494019,7.680221,8.249687,groupB
2.516825,8.166701,0.623884,groupB
1.158923,2.051622,8.736985,groupA
7.426053,3.509159,9.370378,groupB
0.234919,0.488533,3.376206,groupA
1.57861,7.706428,2.729241,groupB
5.755993,8.971365,8.816012,groupB
3.025802,5.24593,4.375349,groupA
6.60719,9.186542,5.46436,groupB
6.550892,8.250446,8.136341,groupB
9.073686,2.890189,3.107233,groupB
5.647052,8.542101,9.779296,groupB
7.842616,8.195116,8.093753,groupB
3.736281,9.956803,7.234397,groupB
4.661075,1.255036,5.42409,groupA
7.931261,7.114522,3.439109,groupB
1.943029,0.635975,7.332966,groupA
2.826025,1.641136,4.293968,groupA
0.969483,2.300863,5.77761,groupB
6.94113,1.613904,7.944341,groupA
5.536172,3.366689,1.830528,groupA
8.570059,2.273546,0.734217,groupB
2.954666,3.894815,5.50051,groupB
3.203484,8.927601,4.587973,groupB
9.517683,7.975919,0.381188,groupB
4.495781,2.000912,0.85431,groupB
0.225979,8.482243,9.749702,groupA
5.068277,1.132713,5.113077,groupA
7.002414,7.07334,8.269741,groupB
8.428401,9.047659,5.83541,groupB
1.034712,2.897386,5.238346,groupA
1.703329,5.870628,6.304696,groupA
5.569492,9.35944,5.400686,groupB
2.135481,7.287221,2.331963,groupB
3.06105,4.925303,6.02206,groupA
2.972283,2.67191,1.924212,groupA
5.883864,8.942513,1.664602,groupB
7.704748,2.654005,3.197988,groupB
4.865922,5.223531,3.867288,groupB
8.850479,5.039539,5.342033,groupA
2.678444,1.615418,3.493804,groupA
4.597431,9.539807,3.947125,groupB
0.17085,4.322782,0.21962,groupA
3.172026,7.354075,2.296669,groupB
0.545275,8.088306,6.536407,groupA
4.998192,2.266251,9.004371,groupA
4.80994,4.310711,9.466642,groupB
3.841926,8.320161,0.996277,groupB
0.864764,6.114822,2.839273,groupA
2.874611,2.241676,4.221561,groupA
9.601195,3.939751,3.297613,groupB
3.379158,8.622444,0.003095,groupB
0.94634,7.010974,2.979942,groupA
8.80066,0.811445,4.515329,groupB
2.691065,3.361624,1.088998,groupA
3.188389,2.56184,8.441429,groupA
6.602861,9.054806,8.922728,groupB
8.294556,7.627996,8.831789,groupB
0.661981,0.643317,3.822095,groupA
2.416366,0.030192,7.704138,groupA
3.069494,9.821316,7.785846,groupB
4.345788,7.853206,5.401672,groupB
7.226637,0.421858,8.842209,groupA
6.979733,2.551553,5.377861,groupB
0.634103,0.645167,9.579408,groupA
3.601462,1.131359,2.846866,groupA
2.377959,5.36166,9.417137,groupA
7.418567,2.039141,6.159231,groupB
3.392749,0.45127,8.786862,groupA
1.959768,5.22574,2.02691,groupA
8.976534,1.935805,8.508955,groupB
0.917419,3.124892,8.407511,groupA
6.096689,9.332127,4.48739,groupB
6.158401,5.90376,7.433233,groupA
0.83838,3.002356,7.24407,groupA
5.145086,4.618398,0.206612,groupB
2.62598,8.006154,1.719661,groupB
8.397019,7.211593,8.779955,groupB
9.179179,3.823476,9.402327,groupB
0.716473,6.017831,3.643361,groupA
3.813119,1.032262,6.72825,groupA
6.612836,7.045124,4.501651,groupB
7.864623,4.807249,7.841119,groupB
8.014109,4.669694,7.919729,groupB
4.345155,5.09567,5.466193,groupB
2.223595,7.964248,0.918237,groupB
2.241806,1.161923,3.462496,groupA
9.981381,4.768332,0.09416,groupB
1.58555,9.374827,1.69804,groupB
3.917473,2.795152,8.601353,groupA
8.659078,5.755849,3.302104,groupB
9.191359,2.980052,0.099163,groupB
0.262463,0.849896,2.798285,groupB
2.328855,5.722379,1.180473,groupA
9.240638,9.283439,0.093669,groupB
8.099814,7.11936,4.336038,groupB
9.046572,1.163585,6.005006,groupB
8.584802,8.509712,9.634093,groupB
8.530199,9.951518,9.610806,groupB
0.723179,4.513745,8.948635,groupA
9.661334,3.383145,9.69646,groupB
5.100965,6.145778,5.664608,groupB
9.562017,0.518757,4.922184,groupB
1.07502,8.955003,0.890883,groupB
8.99774,1.66965,6.031462,groupB
0.477513,8.744967,2.665868,groupB
8.407772,1.934504,3.972984,groupB
4.299897,8.404299,7.410618,groupB
6.003868,6.712724,6.948743,groupB
0.694391,5.823684,9.140322,groupA
9.778428,1.916984,1.525729,groupA
5.532158,6.818942,4.577042,groupB
0.240415,6.954758,2.56578,groupB
5.298298,3.211855,2.256668,groupA
5.669087,1.563082,1.200898,groupA
5.76855,9.993679,4.201538,groupB
8.884192,4.571227,3.057451,groupB
2.147641,1.664425,4.076787,groupA
3.003726,0.064986,3.240312,groupA
4.385835,7.519609,8.881103,groupB
5.663266,5.199745,4.326442,groupB
5.241391,3.740529,8.308671,groupA
0.790855,4.488892,8.605616,groupA
1.984759,6.689564,4.088493,groupA
4.354773,8.17019,7.491763,groupB
2.877051,2.471011,5.215217,groupA
8.309802,9.60751,7.395756,groupB
1.845532,3.218945,8.120251,groupA
2.798056,5.975924,9.303642,groupB
4.004498,1.708783,8.450894,groupA
1.52333,9.324786,6.440243,groupB
2.001721,2.272994,8.388877,groupA
1.193759,6.779531,8.02111,groupA
8.277526,5.540496,2.50206,groupB
8.312267,2.235296,6.762126,groupB
5.562578,8.731745,0.82284,groupA
2.190056,5.547428,8.634924,groupA
4.533626,8.640468,8.433386,groupB
4.652262,6.363288,0.712625,groupB
3.940032,0.587472,7.051239,groupA
4.909904,8.981359,5.24919,groupB
5.803707,3.595652,9.622514,groupB
3.74567,2.761971,2.608631,groupA
4.786758,4.530159,7.350591,groupB
1.751759,7.630494,3.209858,groupB
9.484642,6.869328,6.896613,groupB
0.970919,1.151015,7.148956,groupA
4.165213,9.276943,0.990171,groupA
5.19767,8.638383,1.540703,groupB
4.985114,5.765688,3.235389,groupA
6.749128,8.451544,0.583214,groupB
5.402636,4.152998,6.318967,groupB
2.77828,2.561026,8.364792,groupA
9.434195,2.290686,4.211795,groupB
1.828585,9.359191,9.240107,groupB
6.620544,7.413891,1.59998,groupB
6.1586,2.986274,0.292631,groupB
4.346394,0.678445,9.309151,groupA
9.671146,6.986797,4.615128,groupB
5.65508,8.362062,1.843026,groupB
5.500118,3.534702,6.882205,groupB
2.359008,7.287796,6.85549,groupB
5.553565,7.212647,9.640408,groupB
7.321004,7.47014,3.561319,groupA
1.896092,0.815987,4.949184,groupA
6.158893,0.009725,7.695319,groupA
3.477791,7.384928,5.224504,groupB
0.250463,0.467801,7.044229,groupA
8.933723,6.484246,5.050217,groupB
9.826336,8.921697,8.986839,groupA
9.167869,4.249447,2.713965,groupB
2.109812,2.13176,7.181945,groupA
3.069185,6.456187,5.294278,groupA
2.342316,7.056079,4.249211,groupB
9.311287,6.77029,6.991999,groupB
5.334453,7.764183,8.599398,groupB
1.362557,0.246398,0.766334,groupA
0.699721,5.412813,1.538433,groupB
5.117394,2.380586,6.736525,groupA
4.812287,9.945801,7.577197,groupB
2.657028,0.197566,1.3777,groupA
5.665373,7.055625,1.419364,groupB
8.396469,4.205088,5.498294,groupB
2.599261,2.967729,2.396209,groupA
4.041136,5.946505,6.585504,groupB
1.963035,2.819518,6.211866,groupB
4.235558,7.103923,7.161271,groupB
7.892413,0.710426,9.997758,groupA
1.539183,7.919974,2.940838,groupA
9.661817,4.077125,3.275784,groupB
9.330444,0.757425,6.78732,groupB
7.462668,6.948255,1.580321,groupB
1.661772,8.991527,4.216088,groupB
8.502076,3.633322,7.286599,groupB
4.839989,3.298815,7.444819,groupB
8.625745,1.881327,3.551704,groupA
6.537933,1.989926,4.405184,groupA
8.383429,3.330797,9.433515,groupB
7.816184,2.65209,2.338766,groupB
3.888104,9.868929,5.437438,groupB
8.758517,3.712667,0.258372,groupB
9.356864,9.762315,8.105833,groupB
3.731,9.287669,1.205092,groupB
0.647953,1.066141,9.444801,groupA
5.297318,1.990198,2.371512,groupA
3.254021,7.724995,4.251815,groupB
2.113671,1.702998,9.654524,groupA
6.97951,2.12084,0.649301,groupB
1.545079,9.536721,5.958733,groupA
7.069074,4.063918,1.495701,groupB
7.917227,8.797894,8.945616,groupB
3.521522,6.914905,4.677476,groupB
3.789574,7.52486,4.149958,groupB
8.868654,3.401148,3.050605,groupB
7.882614,4.267222,2.870408,groupB
3.986668,9.142357,5.495824,groupB
9.693244,8.590604,6.418624,groupB
9.297883,7.214984,4.204124,groupB
6.137966,1.092498,4.23121,groupA
1.683839,1.388435,7.888818,groupA
3.343232,6.212227,2.100958,groupB
2.599817,0.824994,5.884634,groupB
8.678626,6.689049,9.298578,groupB
4.796122,5.35611,2.546272,groupB
2.255579,7.856453,7.051036,groupB
7.863855,0.271718,4.713277,groupA
6.683338,4.859859,8.037883,groupB
8.79808,0.497813,0.727434,groupB
4.878093,8.034858,9.514286,groupB
4.327401,5.795394,1.652173,groupB
3.140161,1.618536,6.487796,groupA
4.359788,2.036535,6.290597,groupA
6.321015,4.395043,7.118114,groupA
9.804272,7.773848,1.484697,groupB
2.632616,1.462929,6.025185,groupA
4.124027,8.157032,5.75595,groupB
8.510859,2.459878,9.38818,groupB
2.501883,8.452683,0.988845,groupA
6.866401,5.692517,0.257725,groupB
1.827787,1.938486,9.007745,groupA
6.064096,9.74318,1.912122,groupB
7.884707,1.686937,4.838621,groupA
7.437632,7.845445,1.692129,groupB
4.059142,8.777128,0.460356,groupB
6.861179,7.174529,7.792832,groupB
1.080206,8.026752,5.508552,groupB
6.136654,4.857087,7.220164,groupB
4.403999,9.972488,0.950952,groupB
3.608519,9.366117,6.557974,groupB
4.310396,2.853666,0.249231,groupA
2.772349,8.777428,8.778189,groupB
4.47094,8.654014,6.437404,groupB
0.241397,6.900994,8.512273,groupA
8.641427,6.660707,3.502274,groupB
1.959729,9.089038,5.544238,groupA
8.132286,4.104806,9.650746,groupB
1.572814,5.008914,5.519049,groupA
1.117355,3.939379,3.855073,groupA
6.751332,2.194579,8.858787,groupA
7.849883,4.063509,3.272674,groupB
1.45432,7.561199,5.355934,groupB
6.194276,7.179216,8.191844,groupB
6.467155,3.439791,5.154195,groupB
2.948271,3.990564,7.794584,groupA
0.300778,1.941074,2.679033,groupA
3.89698,6.109143,2.438965,groupB
3.988967,0.145884,4.86005,groupA
3.657743,5.275905,7.998913,groupA
7.151809,5.056411,2.915971,groupB
3.831348,7.141302,4.059646,groupB
9.37698,7.178851,3.167619,groupB
5.396046,6.615722,9.737739,groupB
0.601567,9.426669,7.351049,groupB
2.119198,0.863007,0.02433,groupB
9.527939,1.311071,8.18053,groupB
0.529579,0.438755,3.338667,groupA
1.623043,9.108108,5.618651,groupB
8.464738,4.925586,9.636479,groupB
0.155279,7.354847,2.188488,groupA
9.411104,8.428828,3.23329,groupB
5.334101,1.277561,1.73135,groupA
9.36809,8.58312,1.564916,groupB
6.40961,9.184257,6.257951,groupB
5.208161,1.450367,1.187215,groupB
7.484796,0.975744,8.677923,groupA
5.39549,2.941655,1.4287,groupA
1.59042,7.320724,8.063679,groupB
3.510247,2.086,5.439713,groupB
0.367691,4.060206,5.168351,groupA
0.290199,6.410802,0.972494,groupA
1.590583,2.842456,8.756958,groupA
5.247898,5.557824,1.981249,groupB
6.037101,9.423642,3.006511,groupB
5.424324,8.344456,3.402048,groupB
2.770479,4.685666,9.893117,groupA
1.6062,3.012699,0.672845,groupA
7.335588,3.426942,0.158823,groupB
7.9796,0.073637,5.932169,groupA
7.028877,4.727336,4.079212,groupA
0.621029,1.46221,5.725697,groupB
8.026177,2.053434,9.274654,groupB
6.603681,2.84931,9.61341,groupB
3.917134,6.759864,8.452948,groupB
4.479082,6.503427,1.714632,groupB
7.170406,4.130524,4.211547,groupB
5.885105,7.222079,5.597525,groupB
2.069781,2.065904,3.610087,groupA
3.392006,7.199989,6.515537,groupB
3.222529,9.050055,4.128905,groupB
5.561188,0.403337,4.193091,groupA
2.179727,4.849231,9.747738,groupA
9.688863,0.035541,6.774319,groupB
4.670119,6.556078,0.634789,groupB
2.123834,3.712056,9.337918,groupA
9.755586,5.44055,9.016596,groupB
4.596762,8.993378,9.391424,groupB
4.575612,3.508492,4.093118,groupA
7.592253,4.564804,2.92901,groupB
6.331078,1.735716,8.151832,groupA
9.402365,7.866,0.418423,groupB
0.290648,2.067536,9.907421,groupA
1.321686,9.084463,5.227788,groupB
3.365056,9.591158,7.999081,groupB
3.371692,5.623833,6.307375,groupA
9.747519,6.81509,9.871057,groupB
7.424543,6.475096,4.19053,groupB
9.332042,9.344837,8.53167,groupA
8.23535,5.809874,8.944034,groupB
5.995758,1.115998,1.584573,groupA
9.775081,3.244433,5.922949,groupB
0.357605,7.791754,6.174579,groupA
5.222932,1.681619,6.865722,groupA
9.556607,9.05137,5.654819,groupB
3.699712,9.278717,3.85351,groupB
0.944678,5.955627,8.859976,groupA
6.774657,3.367091,8.765701,groupB
7.317294,1.895355,4.66719,groupB
3.839688,3.0327,6.961398,groupA
8.953837,2.091416,7.232671,groupB
4.109694,5.280766,9.289022,groupB
9.278045,3.069966,4.61551,groupB
9.797795,5.754928,9.249438,groupB
7.974279,4.349145,4.139391,groupB
0.947332,8.068913,0.41935,groupB
3.788533,3.355916,2.030899,groupA
9.00065,5.008321,8.356255,groupB
7.828187,7.34395,0.15502,groupB
6.736133,1.502517,7.850508,groupA
4.851744,6.761411,3.012405,groupB
1.64727,2.770343,0.960389,groupA
7.308433,4.020273,8.947255,groupB
2.843119,3.05827,0.757405,groupA
4.610707,4.599642,1.863086,groupB
8.065175,9.326503,4.616028,groupB
1.821097,7.273109,1.127681,groupB
7.104409,1.941744,4.67418,groupB
1.839174,1.08715,1.304067,groupA
9.618884,8.945003,8.517826,groupB
6.696641,1.993483,9.594886,groupA
4.973672,3.4981,1.817455,groupB
5.797494,3.081017,6.09813,groupA
1.342173,9.097196,1.032469,groupB
6.19726,5.829859,8.800663,groupA
4.977335,3.279577,6.442556,groupA
0.449061,1.698305,1.279684,groupA
6.493898,0.645135,6.737146,groupA
0.176938,7.886822,7.76384,groupA
7.266256,0.419478,6.69255,groupA
9.114565,6.625443,2.569222,groupB
9.534954,0.049607,5.218882,groupB
8.783143,6.795515,4.76212,groupB
3.432178,3.79189,0.114542,groupA
5.118004,9.391351,3.551125,groupB
6.827487,6.074026,3.531139,groupA
9.206332,9.659342,5.538287,groupB
4.341697,2.07634,0.51437,groupA
1.891028,9.052458,4.011245,groupB
1.371829,6.704697,2.461797,groupA
3.311092,8.969295,6.494921,groupB
8.157903,6.127046,6.257885,groupB
1.985531,9.270991,9.75601,groupB
4.795618,7.828149,7.594415,groupB
6.88978,6.955742,6.996768,groupB
9.815765,2.766238,8.381266,groupB
0.226878,6.153962,3.152677,groupA
2.735777,3.572232,1.466521,groupA
8.479022,3.351122,7.671263,groupB
4.556342,7.547691,4.040062,groupB
2.144167,0.297192,8.519334,groupB
7.818802,0.81885,5.337145,groupA
1.227804,9.127989,3.958241,groupB
4.490154,7.406604,1.721323,groupA
6.255327,7.928016,8.925517,groupB
2.228189,3.140854,3.532151,groupA
5.603782,2.490272,0.416364,groupB
8.053476,5.130166,8.298459,groupB
2.773571,5.887443,3.605956,groupA
1.898693,4.930647,0.870303,groupA
4.015741,4.867211,3.096468,groupA
6.363649,6.923587,0.176323,groupB
2.941153,4.306693,4.30074,groupA
9.712996,6.619136,3.084213,groupB
3.302958,0.617716,6.135163,groupA
8.310233,3.151474,6.425131,groupB
2.183832,2.426971,6.768531,groupB
1.683582,0.195366,0.705915,groupA
4.928023,9.920155,8.443438,groupB
2.396041,4.715616,7.625713,groupA
7.405978,5.141822,1.422805,groupB
9.436355,8.512513,0.823155,groupB
0.38401,6.314791,5.646364,groupA
9.242881,3.067537,1.053376,groupB
8.396525,5.908775,6.555232,groupB
3.796426,6.607059,6.134672,groupB
5.408742,8.593056,7.296654,groupB
4.896806,8.096419,8.440319,groupB
5.96864,0.925372,4.570246,groupA
7.803361,2.185444,2.514524,groupB
8.05127,7.293093,5.706027,groupB
3.921321,3.09783,3.722836,groupA
4.183146,7.481972,7.788867,groupB
5.91411,0.98584,0.979561,groupA
4.265199,3.661713,8.72675,groupA
9.287494,0.702279,3.463833,groupB
0.973601,8.621626,6.010418,groupB
7.817096,0.560118,6.651721,groupB
9.660482,9.370226,7.528318,groupA
6.50929,4.480282,4.826752,groupB
4.45905,6.431113,4.563766,groupB
6.479237,9.519491,0.598021,groupA
6.323965,7.910164,2.251061,groupB
4.801267,2.365931,4.565731,groupA
1.052592,7.076155,4.044947,groupA
7.546661,4.042445,2.864801,groupB
0.557203,8.923361,3.623908,groupB
2.443667,4.946693,6.209504,groupA
4.597052,4.040745,2.429082,groupA
0.755805,6.769883,9.616444,groupB
7.15942,8.811299,9.795399,groupB
5.434924,1.914549,1.892536,groupA
2.724464,8.742017,6.458481,groupB
8.789651,6.643068,0.028881,groupB
2.029508,9.987264,2.176908,groupB
3.02079,6.892707,4.784467,groupB
0.578345,3.918649,2.936905,groupA
8.207718,0.02696,0.929679,groupA
0.742603,5.841299,6.810417,groupA
5.158274,5.741849,9.165006,groupB
2.185479,8.926491,6.186849,groupB
4.330871,1.075542,8.543272,groupA
2.087115,3.735758,3.269128,groupA
1.465906,8.077748,8.481709,groupB
3.939418,3.657811,5.930864,groupA
3.884148,1.926251,6.984519,groupA
2.88361,7.585811,8.340614,groupB
9.012587,0.834446,9.52705,groupB
1.777033,0.412042,9.311728,groupA
7.872908,4.365809,5.207561,groupB
1.648151,9.345336,8.535807,groupB
4.407557,6.489127,9.711982,groupB
6.202168,9.211346,1.835657,groupB
2.63835,4.216553,6.289981,groupA
1.55365,3.149259,2.963133,groupA
0.294391,5.200132,7.547884,groupA
5.940094,0.143105,8.467462,groupA
9.825522,7.196541,1.513415,groupB
7.77145,1.186913,5.299892,groupA
5.46192,8.240857,6.347933,groupB
8.89042,7.03621,7.780209,groupB
9.586608,1.472658,3.458518,groupB
5.573278,9.41972,1.820197,groupB
3.522774,1.35087,2.01211,groupA
6.475366,5.695669,7.411683,groupB
4.689625,2.836867,7.000982,groupA
5.816391,7.926456,7.8823,groupB
6.35283,8.051566,5.975391,groupB
6.339571,9.930698,7.64692,groupB
3.231564,5.393687,9.881127,groupA
5.741203,2.470326,1.463109,groupA
3.327826,9.635834,9.103144,groupB
6.625488,2.459539,4.864888,groupA
1.757956,5.072474,8.596318,groupA
9.843944,4.437515,2.623512,groupB
5.651399,5.957194,5.857065,groupB
9.297114,0.547345,7.086753,groupB
9.129265,8.110785,4.375652,groupB
7.253467,7.794129,7.907439,groupB
0.77482,7.799932,6.493602,groupA
7.880325,7.863518,7.765154,groupB
0.278395,9.053003,4.551383,groupA
5.191724,7.438437,9.177229,groupB
5.814863,1.463007,8.677915,groupA
7.790288,1.807011,0.174639,groupB
1.871843,6.648669,8.821399,groupA
9.225675,0.172927,5.16812,groupB
0.953158,1.160819,5.701947,groupA
2.478675,6.561688,5.812696,groupB
3.087167,4.413129,7.750682,groupB
8.962487,0.464301,8.849695,groupB
5.737484,7.325784,2.705933,groupB
1.903129,5.871551,4.701987,groupB
1.48781,0.343681,2.904519,groupA
6.281354,9.771526,4.599833,groupB
8.911093,4.252472,2.85792,groupA
8.339504,0.274305,0.594965,groupA
9.018037,6.40067,7.728745,groupB
3.159656,3.168394,1.158724,groupA
8.497045,9.580874,4.504017,groupB
8.958721,2.951623,8.112813,groupB
7.129546,8.616735,4.647434,groupB
8.507395,6.527455,1.612212,groupB
5.206653,9.676007,6.739983,groupA
1.603034,7.939764,3.686516,groupB
4.129914,8.059491,3.760189,groupB
1.385098,4.020307,2.374312,groupA
2.388664,8.29011,2.768053,groupA
5.14343,8.032829,5.787295,groupB
6.122615,8.032736,9.381913,groupA
9.602946,0.072156,3.761009,groupA
7.472187,3.228458,7.606189,groupB
5.096845,5.984438,8.908894,groupB
4.969103,4.766981,2.839209,groupB
3.383511,4.227483,4.578135,groupA
7.683379,4.785451,3.243326,groupB
8.838463,7.597511,7.761308,groupB
0.094142,5.048751,9.249235,groupB
8.760997,7.273183,8.83554,groupB
0.454366,6.147849,0.935597,groupA
8.864356,4.855128,4.414287,groupB
3.693793,1.61527,6.257895,groupA
2.274432,4.154337,0.742114,groupA
1.83213,5.919502,6.985769,groupB
1.840076,9.601185,9.042773,groupB
1.977551,4.261419,8.172206,groupA
9.722285,4.027965,3.369337,groupB
3.993471,5.517953,6.730586,groupB
1.402853,6.484198,0.422725,groupB
4.937179,4.252349,6.822875,groupB
7.057001,1.64782,0.476622,groupA
2.056503,4.00791,7.486558,groupA
3.253279,8.331719,2.445407,groupB
8.208542,1.309786,3.542608,groupB
0.529063,2.168213,0.995093,groupA
6.345197,2.518706,7.501075,groupA
7.455477,8.07043,8.296106,groupB
7.771947,4.863706,5.517351,groupB
7.904271,4.50056,2.4368,groupB
6.425762,2.759981,6.368003,groupB
9.13492,1.336008,1.307741,groupB
9.382262,4.872966,5.604015,groupB
9.78163,6.250037,6.246629,groupA
9.12521,5.288337,6.459905,groupB
0.086368,0.458944,6.173367,groupA
3.062688,6.977004,1.620666,groupB
3.882991,6.792502,2.900827,groupB
2.615443,4.542639,2.48562,groupA
8.940505,8.343045,2.600023,groupB
0.034221,3.422712,8.683714,groupA
9.663446,8.608395,2.779733,groupA
